Minor planet designation,Rotation period(hours),Δmag,Quality(U),Orbit or family,Spectral type,Diameter(km),Abs. mag(H),Refs,Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings,movie_name,category,run_time,genre,imdb_rating,votes,gross_total,rating,timestamp,population,total_deaths,covid_deaths,expected_deaths,excess_deaths,non_covid_deaths,covid_deaths_per_100k,excess_deaths_per_100k,excess_deaths_pct_change,Buying_Price,Maintenance_Price,No_of_Doors,Person_Capacity,Size_of_Luggage,Safety,Car_Acceptability,updateTime,per capita income,median household income,median family income,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,Season1Date,Season1Time,x,y,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Honey,Jams,Maple,Meat,PetFood,Tofu,WildHarvested,updateTime,Order Date,Product,Product_ean,Purchase Address,Quantity Ordered,Price Each,Cost price,turnover,margin,Cat_Sort,Category,varShort,varLong,Map,PopChangeRate1819,PopChangeRate1019,TotalPopEst2019,NetMigrationRate1019,NaturalChangeRate1019,Net_International_Migration_Rate_2010_2019,PopChangeRate0010,NetMigrationRate0010,NaturalChangeRate0010,Immigration_Rate_2000_2010,brand,model,offers/priceCurrency,features/0/description,country,ISO3,continent,Region 1,markup_GME,alpha,Q,II,VA,LAB,K,Subsidies,Taxes,Place, Latitude, Longitude, Country, Continent, Magnitude,title,published_at,view_count,like_count,comment_count,text,label,url,name,Price,listedOn,Brand,Model Name,Processor,Operating System,Storage,RAM,Screen Size,Touch_Screen,Price
(157900) 1999 TW108,225.5,0.68,2,MBA (outer),C,3.63,15.93,LCDB  ·  List,CDNS,Cadence Design Systems,Information Technology,36.82,34.09,0,0.74,46,29.01,10890625200,455607000,5.751737,10.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CDNS,The Departed,R,151 min,"Crime, Drama, Thriller",8.5,"1,328,252",$132.38M,3,835355790,25921089,3409,19,3628.996629,-219.9966292,3390,0.07329939,-0.84871677,-0.060621889,med,high,2,4,big,high,acc,6/29/2016 16:32,"$48,172 ","$109,865 ","$128,657 ",Added Value Farm Stand at Governors Island,,,,,,Gresham Rd,Brooklyn,Kings,New York,,,-74.023102,40.6875,N,N,N,N,N,-,,,,,,,,,,,,,2011,09/01/2019 15:21,Bose SoundSport Headphones,9.19E+12,"789 Lakeview St, Boston, MA 02215",1,99.99,49.995,99.99,49.995,4,CntyClass,Perpov_1980_0711 - urban,"Persistent poverty counties, 2015 edition - urban",y,-1.238,-8.321,23622,-7.56,-0.761,-0.07,-7.3,-8.65,1.96,0.161759948,Lenovo,83BS0000US,USD,Windows 11 brings back the Start Menu from ,Kyrgyzstan,KGZ,Asia,Central Asia,1.6680634,1.0177494,799853.9874,429091.9308,370762.0567,126426.6908,168627.0892,-1.849922,6828.20528,Conakry,9.5099,-13.7143, Guinea, Africa,5.7,ORDER CARDBOARD ICE CREAM GREEDILYï¼#asmr,2024-02-12T07:51:00Z,5947646,96739,69,i feeling glamourous i wear something glamourous i feeling more relaxed i put on me feel relaxed so basically fashion expression of person,1,https://www.etsy.com/listing/1436887078/wanna-buy-a-house-baby-real-estate-real?click_key=209eeecc544ac15ddffd67cc5177d937f6a27935%3A1436887078&click_sum=78ffa6fd&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-15-2,"Wanna Buy A House, Baby Real Estate, Real Estate Kid, Funny Toddler Shirt, Baby Short Sleeve Onesie®",$15.62+,"Feb 6, 2024",HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"â‚¹54,990"
(78237) 2002 OL20,223.7,0.61,2,Eos,S,2.76,15.55,LCDB  ·  List,CPB,Campbell Soup,Consumer Staples,44.83,14.84,3.125,2.89,64.23,43.5,13467193376,1683000000,2.3898203,7.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPB,A Beautiful Mind,PG-13,135 min,"Biography, Drama",8.2,"935,549",$170.74M,3,835355779,25921089,3481,41,3636.996629,-155.9966292,3440,0.158172367,-0.601813563,-0.042891607,med,high,2,more,small,low,unacc,6/23/2017 8:02,"$47,984 ","$81,946 ","$105,341 ",Addison Farmers Market,,,,,,One Friendship Plaza,Addison,DuPage,Illinois,,,-87.993401,41.932098,N,N,N,N,N,-,,,,,,,,,,,,,2009,01/01/2019 10:43,Bose SoundSport Headphones,7.33E+12,"548 Maple St, Boston, MA 02215",1,99.99,49.995,99.99,49.995,4,CntyClass,Perpov_1980_0711 - rural,"Persistent poverty counties, 2015 edition - rural",y,-0.444,-4.77,13235,-2.151,-2.619,-0.065,-2.26,-3.67,-1.38,0.483769193,Lenovo,21KG000FUS,USD,Experience enhanced produc,Laos,LAO,Asia,South-eastern Asia,2.5264697,0.88353676,126131.7083,32167.41988,93964.28844,13169.33,9786.595,-258.70996,1761.1144,Monrovia,6.3134,-10.7975, Liberia, Africa,5.2,The moment when.....ðŸ’”ðŸ˜­ WhatsApp status #motivation #whatsappstatus #youtube #attitude,2024-02-11T12:22:01Z,5998696,145356,317,i am feeling rather fond of my neighbourhood right now,2,https://www.etsy.com/listing/1242888194/balance-toys-for-toddler-wooden-balance?click_key=25819161b7178b8c0b222d029cec360cea332ed5%3A1242888194&click_sum=b0a0c78d&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-15-3&pro=1&frs=1&etp=1&sts=1,"Balance Toys for Toddler, Wooden balance board for Kids, Wooden Baby Toys, Kids toys for Toddler",$54.45+,"Feb 8, 2024",HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"â‚¹53,990"
(39796) 1997 TD,223.5,0.92,2,NEO,S,2.15,15.7,LCDB  ·  List,COF,Capital One Financial,Financials,91.8,11.85,1.6306564,3.45,106.5,76.05,47637260000,0,1.5931405,0.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COF,District 9,R,112 min,"Action, Sci-Fi, Thriller",7.9,"685,403",$115.65M,3,835355441,25921089,3402,54,3571.196629,-169.1966292,3348,0.208324581,-0.652737349,-0.047378133,med,high,2,more,small,med,unacc,8/19/2016 16:07,"$47,803 ","$99,020 ","$117,393 ",Adel Farmers Market,,,,,,Courthouse Square,Adel,Dallas,Iowa,,,-94.017502,41.614399,N,N,N,N,N,-,,,,,,,,,,,,,2009,24/01/2019 13:37,AA Batteries (4-pack),4.37E+12,"326 12th St, Los Angeles, CA 90001",1,3.84,1.92,3.84,1.92,4,CntyClass,Oil_Change - urban,"Change in the value of onshore oil production, 2000-11 - urban",y,-0.666,-0.626,14910,-0.087,-0.54,-0.44,6.01,4.17,0.65,0.864380469,Dell,i3535-A766BLK-PUS,USD,Windows 11 has all the power and secu,Latvia,LVA,Europe,Northern Europe,1.1716616,0.99898624,875347.287,651717.5359,223629.751,109383.62,2095.387,-0.335974,28219.98,Niamey,13.5114,2.1115, Niger, Africa,4.8,When You're Supposed to be Asleep -The Amazing Digital Circus(TADC)#4k #animation #3d #funny #games,2024-02-08T09:10:52Z,6005621,83234,223,im still me its just im feeling affectionate here lately,2,https://www.etsy.com/listing/1247179068/convertible-helper-tower-sompact-edition?click_key=bf09d90aaba1d64e2a354c2fda5cb4f9cf25381c%3A1247179068&click_sum=e5f9c910&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-15-4&pro=1&etp=1&sts=1,"Convertible Helper Tower - Сompact edition - Super Light and Small, Learning Stool",$110.20+,"Feb 9, 2024",ASUS,E1504FA-LK521WS,Ryzen 5 Quad Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"â‚¹45,990"
(18899) 2000 JQ2,222,0.13,2+,Mars crosser,S,3.26,14.8,LCDB  ·  List,CAH,Cardinal Health Inc.,Health Care,66.63,12.29,2.8394227,4.04,84.88,54.66,20493281175,1913000000,0.21131156,3.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAH,The Piano,R,121 min,"Drama, Music, Romance",7.5,"89,819",$40.16M,5,835355697,25921089,3478,69,3486.796629,-8.796629213,3409,0.26619252,-0.033936187,-0.00252284,med,high,2,more,small,high,unacc,6/30/2016 19:50,"$47,331 ","$85,478 ","$92,500 ",Adelanto Stadium Farmers Market,,,,,,Hwy 395 & Rancho Drive,Victorville,San Bernardino,California,,,-117.405,34.559299,N,N,N,N,N,-,,,,,,,,,,,,,2009,10/01/2019 9:07,Bose SoundSport Headphones,4.23E+12,"207 8th St, Los Angeles, CA 90001",1,99.99,49.995,99.99,49.995,4,CntyClass,Oil_Change - rural,"Change in the value of onshore oil production, 2000-11 - rural",y,0.755,4.25,52342,2.235,2.016,1.562,14.52,10.39,3.1,0.733134465,Razer,RZ09-05102EJ9-R3U1,USD,Enjoy ultra-sharp 4K quality for creative wor,Lebanon,LBN,Asia,Western Asia,1.6157703,0.86166054,333559.5859,177649.9271,155909.6588,22341.92,16361.659,-2058.5612,2941.731,Saint Helier,49.1897,-2.106, Jersey, Europe,4.8,How to become a Mermaid ðŸ§œðŸ¼â€â™€ï¸ #shorts #mermaid #h2o #h2ojustaddwater #potion #howto,2024-02-08T15:11:52Z,5522817,263585,3074,i was feeling really overwhelmed,5,https://www.etsy.com/listing/1651353454/montessori-bookshelf-personalized?click_key=5e9724ed87f9985781aae4101f76c2687e2693df%3A1651353454&click_sum=d607e09c&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-15-1&pro=1&frs=1,"Montessori Bookshelf, Personalized Nursery Furniture, Wooden Kid's Toddler Bookcase, Baby Bookshelf, Kids Room Decor, Baby Room Organization",$79.00+,"Jan 30, 2024",ASUS,E1404GA-NK322WS,Core i3,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"â‚¹35,990"
(442742) 2012 WP3,221,0.3,2+,NEO,S,0.9,17.6,LCDB  ·  List,KMX,Carmax Inc,Consumer Discretionary,64.34,19.44,0,3.97,77.64,54.29,11827453706,1339628000,0.6913859,3.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMX,Mystic River,R,138 min,"Crime, Drama, Mystery",7.9,"459,918",$90.14M,5,835355395,25921089,3353,78,3435.796629,-82.79662921,3275,0.300913283,-0.31941802,-0.024098233,med,high,2,more,med,low,unacc,03/02/2015 10:46,"$46,565 ","$122,238 ","$133,550 ",Adrian Farmers Market,,,,,,115 Toledo Street,Adrian ,Lenawee,Michigan,05/07/2016 to 10/29/2016,Sat: 9:00 AM-1:00 PM;,-84.034592,41.900169,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,07/06/2016 21:49,12/01/2019 21:56,AAA Batteries (4-pack),6.64E+12,"816 Lake St, Boston, MA 02215",2,2.99,1.495,5.98,2.99,4,CntyClass,Gas_Change - urban,"Change in the value of onshore natural gas production, 2000-11 - urban",y,0.431,1.315,55241,2.914,-1.599,0.781,-1.01,0.28,-0.38,0.4018401,HP,15-fe0073dx,USD,Microsoft Windo,Lesotho,LSO,Africa,Southern Africa,2.2948639,1.0752715,87774.67344,30648.5338,57126.13964,10766.86,5808.465,-717.4266,70.18324,Pointe-Ã -Pitre,16.2346,-61.535, Guadeloupe, North America,4.8,à¤…à¤¯à¥‹à¤§à¥à¤¯à¤¾ à¤®à¥‡à¤‚ à¤¦à¤¿à¤–à¥‡ à¤¤à¥€à¤¨ à¤¸à¤¬à¤¸à¥‡ à¤¬à¤¡à¤¼à¥‡ à¤•à¥‰à¤®à¥‡à¤¡à¤¿à¤¯à¤¨ ðŸ˜ƒ| #shorts #youtubeshorts #viralfactsvideos,2024-01-22T14:42:48Z,5510607,421874,7290,i don t want to sit inside and be alone i don t want to just do nothing but i also feel anxious overwhelmed,4,https://www.etsy.com/listing/1018156694/lil-dumpling-baby-in-car-kids-in-car?click_key=f81a9778afe230ade0c1b4f090705aeb97dbcd27%3A1018156694&click_sum=68676310&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sr_gallery-16-1&organic_search_click=1,"Lil Dumpling Baby in Car, Kids in Car, Baby on Board Weatherproof Car Decal | Window Decal | Bumper Sticker",$6.60,"Dec 1, 2023",Infinix,INBook Y2 Plus,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"â‚¹34,990"
(49642) 1999 JK26,220,0.67,2,MBA (outer),C,8.04,14.2,LCDB  ·  List,CCL,Carnival Corp.,Consumer Discretionary,66.76,17.48,2.6041667,3.58,72.7,54.75,49180044050,4711000000,2.8147783,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCL,The Insider,R,157 min,"Biography, Drama, Thriller",7.8,"172,759",$28.97M,5,835355395,25921089,3513,101,3314.796629,198.2033708,3412,0.389644123,0.764641373,0.059793524,med,high,2,more,big,med,acc,3/24/2015 14:29,"$46,457 ","$80,761 ","$82,500 ",Aenon Baptist Church Farm Stand,,,,,,175 Genesee Street,Rochester,Monroe,New York,,Wed: 11:00 AM-2:00 PM;,-77.636078,43.146603,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,06/08/2015 9:24,17/01/2019 21:54,USB-C Charging Cable,7.51E+12,"240 River St, New York City, NY 10001",1,11.95,5.975,11.95,5.975,4,CntyClass,Gas_Change - rural,"Change in the value of onshore natural gas production, 2000-11 - rural",y,-1.83,-8.832,12067,-6.392,-2.44,0.053,-6.11,-8.24,-0.09,0.249376559,MSI,Crosshair 16 A13VGK-815US,USD,Windows 11 has all the power and security of Windo,Liberia,LBR,Africa,Western Africa,1.6211604,0.95878273,19021.17352,12973.68672,6047.486808,836.9415,631.6611,-15.988732,113.82164,Moroni,-11.715,43.2464, Comoros, Africa,4.9,The new shipment has arrived of iPad 5th Gen with big offer at zamzam#Abdul_Ghafoor#Muhammad_Shakoor,2024-02-07T02:59:59Z,5439106,132585,1061,i feel less and less burdened or bothered by both the past and my present day to day challenges,0,https://www.etsy.com/listing/1175029528/gold-dragon-wall-decal-for-kids-baby?click_key=ce2f84d03aa36244c277515169333b22b18d3180%3A1175029528&click_sum=007fcfb9&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-16-4&frs=1&sts=1,Gold DRAGON Wall decal for kids / Baby Dragon / Fairytale / hand painted / watercolor,$44.98,"Feb 8, 2024",HP,15-fe0027TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),Yes,"â‚¹88,690"
65637 Tsniimash,220,0.9,3,Hungaria,E,3.35,14.3,LCDB  ·  List,CAT,Caterpillar Inc.,Industrials,145.99,21.22,2.0215108,1.26,173.24,90.34,91822049046,8136000000,2.0468428,5.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAT,L.A. Confidential,R,138 min,"Crime, Drama, Mystery",8.2,"585,555",$64.62M,3,835355511,25921089,3381,102,3317.596629,63.40337079,3279,0.393501986,0.244601493,0.019111236,med,high,2,more,big,high,acc,07/06/2016 14:37,"$45,732 ","$88,202 ","$105,844 ",Afton Village Farmers Market,http://www.piedmont-farmersmarket.com,,,,,5401 Village Dr,Concord,Cabarrus,North Carolina,01/01/2013 to 12/31/2013,Thu: 4:00 PM-7:00 PM;,-80.670174,35.41404,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,6/27/2013 13:53,04/01/2019 23:36,USB-C Charging Cable,3.94E+12,"851 Maple St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975,4,CntyClass,Oil_Gas_Change - urban,"Change in the value of onshore oil and natural gas production, 2000-11 - urban",y,0.188,-9.482,10663,-6.053,-3.43,0.645,-5.43,-11.14,-1.91,-0.029550827,Microsoft,QEZ-00052,USD,Find the relevant information and ideas you ,Libya,LBY,Africa,Northern Africa,1.3656778,0.83636278,1084747.763,585723.8683,499023.895,72507.2,52107.54,-5887.503,9360.058,Kralendijk,12.1473,-68.4189, Bonaire, North America,4.8,miss you daðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,2024-01-30T02:34:37Z,5443363,216079,1335,i did in april and how i couldn t feel my feet until the run because the water was so cold,3,https://www.etsy.com/listing/896379811/crochet-baby-blanket-deer-crochet?click_key=e90754f50c7e4e64b05f3df44a549a7f8a8d305a%3A896379811&click_sum=3e9e6ed0&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sr_gallery-16-2&organic_search_click=1&sts=1&dd=1,Crochet Baby Blanket Deer Crochet Pattern Crochet Girl Blanket Baby Afghan Crochet Blanket Crochet Boy Blanket Easy More Sizes For Kid Adult,$5.99,"Feb 3, 2024",HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"â‚¹38,990"
(40501) 1999 RM82,217.9,0.59,2,MBA (outer),C,4.66,15.39,LCDB  ·  List,CBOE,CBOE Holdings,Financials,111.15,35.06,0.9426963,2.27,138.54,76.75,12998295607,488406000,8.249042,5.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBOE,Heat,R,170 min,"Action, Crime, Drama",8.3,"658,033",$67.44M,3,835355932,25921089,3338,95,3271.996629,66.00337079,3243,0.366496948,0.254631936,0.0201722,med,high,3,2,small,low,unacc,4/18/2016 10:33,"$45,515 ","$59,375 ","$88,750 ",AG Farmers' Market,http://AGFarmersMarket.com,http://www.facebook.com/AGFarmersMarket,http://twitter.com/AGFarmMarket,,http://www.instagram.com/agfarmersmarket,108 Indian Head Road,Toms River,Ocean,New Jersey,08/02/2018 to 08/02/2018,Thu: 9:00 AM-5:00 PM;,-74.207481,39.992508,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,08/01/2018 9:40,23/01/2019 15:17,Bose SoundSport Headphones,9.43E+12,"880 Lake St, Austin, TX 73301",1,99.99,49.995,99.99,49.995,4,CntyClass,Oil_Gas_Change - rural,"Change in the value of onshore oil and natural gas production, 2000-11 - rural",y,0.26,-2.01,37049,-0.116,-1.894,-0.071,0.36,0.13,-1.31,0.495814896,Microsoft,QIL-00035,USD,Find the relevant information and id,Lithuania,LTU,Europe,Northern Europe,1.4429843,0.96949929,769511.9258,306754.5515,462757.3744,77639.428,107679.363,-0.355458,448.52581,Bissau,11.8646,-15.5858, Guinea-Bissau, Africa,5.7,Cruel summer: Pengâ€™s version | #shorts #singing,2024-02-08T23:42:57Z,5427478,164508,1107,im only barely starting to feel uncomfortable,4,https://www.etsy.com/listing/1226065474/editable-elephant-baby-shower-game?click_key=06933e93b263282b8f4fbf3051cd48901acb8e64%3A1226065474&click_sum=76404254&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-16-1&pro=1&bes=1&sts=1&dd=1,"Editable Elephant Baby Shower Game Bundle, Blue Floral Elephant Baby Shower Games, Floral Elephant Baby Shower Activities, BBS259",$6.80,"Feb 11, 2024",HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"â‚¹37,990"
(16353) 1974 WB,216.6,0.43,2,Eunomia,S,2.93,14.98,LCDB  ·  List,CBG,CBRE Group,Real Estate,41.92,15.82,0,1.69,46.6,30.43,14440591731,1652961000,1.4622321,3.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBG,The Usual Suspects,R,106 min,"Crime, Drama, Mystery",8.5,"1,087,832",$23.34M,4,835356141,25921089,3339,105,3216.596629,122.4033708,3234,0.405075574,0.472215387,0.03805369,med,high,3,2,small,med,unacc,3/24/2015 15:17,"$45,290 ","$65,830 ","$79,665 ",AGH Wellness Committee Farmer's Market,,,,,,9733 Healthway Drive,Berlin,Worcester,Maryland,,,-75.211304,38.338799,N,N,N,N,N,-,,,,,,,,,,,,,7/23/2011 23:58,05/01/2019 13:49,Google Phone,4.60E+12,"131 Center St, San Francisco, CA 94016",1,600,198,600,402,4,CntyClass,HiCreativeClass2000 - urban,"Creative class, 2000 - urban",y,-0.383,-0.699,13772,1.125,-1.824,0.317,1.76,1.92,-0.26,0.018258837,LG,14Z90RS-K.AAW7U1,USD,Windows 11 brings yo,Luxembourg,LUX,Europe,Western Europe,1.7951748,1.0309912,279917.8136,169580.7792,110337.0344,24950.142,7.9214,-19612.144,3076.924,Monrovia,6.3076,-10.7997, Liberia, Africa,4.8,gemoy,2024-02-05T08:41:24Z,5384294,64529,7870,i can feel comfortable shooting in daisy dukes and a bikini top,1,https://www.etsy.com/listing/1535574230/editable-a-little-wild-one-safari-baby?click_key=a1ba8b4f546cffa7d8a943f47979671963925cc3%3A1535574230&click_sum=3722e53b&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-16-2&pro=1&sts=1&dd=1,"Editable A Little Wild One Safari Baby Shower Welcome Sign, Greenery Jungle Baby Shower Welcome Poster, Safari Animals Baby Shower, 0499",$6.80,"Feb 10, 2024",Acer,A514-56GM,Core i5,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,"â‚¹56,990"
18699 Quigley,216.5,0.93,2,MBA (outer),C,5.87,14.88,LCDB  ·  List,CBS,CBS Corp.,Consumer Discretionary,51.8,12.05,1.3473054,2.81,70.095,52.75,20431395736,2841000000,2.1055017,6.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBS,Cool Hand Luke,GP,127 min,"Crime, Drama",8.1,"178,888",$16.22M,4,835355978,25921089,3303,95,3151.996629,151.0033708,3208,0.366496948,0.582550258,0.047907212,med,high,3,2,small,high,unacc,3/24/2015 14:47,"$45,039 ","$80,976 ","$92,042 ",Agricenter International Farmer's Market,http://www.agricenter.org/farmersmarket/,https://www.facebook.com/farmersmarketmemphis/,https://twitter.com/Agricenter_Intl,https://www.youtube.com/channel/UCGksUsmHEJonFv5cwivsjZA,https://www.instagram.com/agricenterinternational/,7777 Walnut Grove Rd,Memphis,Shelby,Tennessee,05/01/2018 to 10/31/2018,Mon: 7:30 AM-5:30 PM;Tue: 7:30 AM-5:30 PM;Wed: 7:30 AM-5:30 PM;Thu: 7:30 AM-5:30 PM;Fri: 7:30 AM-5:30 PM;Sat: 7:00 AM-5:30 PM;,-89.801735,35.127453,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,7/26/2018 16:07,31/01/2019 1:38,USB-C Charging Cable,1.62E+12,"238 Washington St, Los Angeles, CA 90001",1,11.95,5.975,11.95,5.975,4,CntyClass,HiCreativeClass2000 - rural,"Creative class, 2000 - rural",y,0.42,4.117,83768,4.159,-0.042,0.403,3.77,5.02,1.27,1.377254011,ASUS,GU604VI-M16.I94070,USD,"Family, fr",Madagascar,MDG,Africa,Eastern Africa,1.7234809,0.92887664,338907.357,203663.7335,135243.6235,18512.56,14151.05,-287.9733,2548.9578,Nuku'alofa,-21.1393,-175.2005, Tonga, Oceania,5.2,Joe movie heroine bio data,2024-02-06T15:49:36Z,5248731,205913,478,i feel like i havent had a moment to breathe so a little beach time amp relaxation is welcomed,1,https://www.etsy.com/listing/1234757969/chore-chart-for-kids-toddler-routine?click_key=63b85371deb00f2d9016def1d56c3038bf8d097e%3A1234757969&click_sum=62c6a051&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-16-3&pro=1&etp=1&sts=1,Chore chart for kids - Toddler routine chart,$59.49+,"Feb 9, 2024",Acer,AN515-58,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"â‚¹86,990"
(38071) 1999 GU3,216,1.5,3,NEO,S,0.36,19.6,LCDB  ·  List,CELG,Celgene Corp.,Health Care,91.02,13.27,0,3.58,147.17,92.85,74921079154,5233000000,5.830071,7.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CELG,Eternal Sunshine of the Spotless Mind,R,108 min,"Drama, Romance, Sci-Fi",8.3,"1,011,004",$34.40M,3,1298861675,25921089,3285,84,3144.196629,140.8033708,3201,0.324060459,0.543200059,0.044781986,med,high,3,2,med,low,unacc,03/04/2016 13:51,"$44,692 ","$84,916 ","$108,943 ",Agritopia Farm Stand,http://www.thefarmatagritopia.com,https://www.facebook.com/TheFarmAtAgritopia,https://twitter.com/AgritopiaFarm,,https://instagram.com/agritopiafarm/,3000 E. Ray Road (Higley & Ray),Gilbert,Maricopa,Arizona,01/01/2015 to 12/31/2015,,-111.72621,33.321659,Y,N,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,8/13/2015 0:14,06/01/2019 23:18,ThinkPad Laptop,3.34E+12,"736 5th St, Seattle, WA 98101",1,999.99,329.9967,999.99,669.9933,4,CntyClass,PersistentChildPoverty_1980_2011 - urban,"Persistent child poverty counties, 2015 edition - urban",y,0.059,-2.425,49172,-5.251,2.826,1.302,2.28,-7.9,6.04,0.129264718,ASUS,FA617NS-A16.R77600,USD,"Family, friends, pa",Malawi,MWI,Africa,Eastern Africa,1.7467328,0.92887664,155442.627,76068.37249,79374.25449,11024.79,8285.035,-225.85341,1491.4189,Tunis,36.8041,10.1722, Tunisia, Africa,4.9,Piyath Rajapakse - Bandimu Suda (à¶¶à¶³à·’à¶¸à·” à·ƒà·”à¶¯à·) | Lassanama Leli Official Music Video,2024-02-02T10:30:11Z,5297898,180421,7848,i am feeling helpless because he is who the referee in game,0,https://www.etsy.com/listing/1497744944/baggy-linen-adventure-pants-for-kids?click_key=3c2309b697d755ff58ebd3e2b8d4ea4cf19b2e3a%3A1497744944&click_sum=2335d731&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=kids+and+baby&ref=sc_gallery-17-4&frs=1&etp=1,"Baggy Linen Adventure Pants For Kids, Toddlers, Baby / Sensory Friendly Unisex Linen Clothing / Bright, Joyful Linen Clothing, Pants",$77.09,"Feb 10, 2024",HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"â‚¹46,990"
